분류,건축구분,대지위치,대지면적(제곱미터),건축면적(제곱미터),연면적(제곱미터),증축연면적(제곱미터),건폐율(퍼센트),용적률(퍼센트),취소구분,허가_신고일,효력상실일,착공처리일,사용승인일,최대지상층수,최대지하층수,주용도,부속용도,용도지역,용도지구,용도구역,세대수,호수,가구수,데이터기준일자
건축허가,신축,서울특별시 광진구 자양동 227-252 외1필지,238.7,142.31,447.86,,59.62,187.62,,2014-06-24,,2014-06-26,2014-12-09,5,0,공동주택,도시형생활주택 단지형다세대,도시지역,대공방어협조구역,학교환경위생정화구역,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 12-32,201.7,119.34,398.68,,59.17,197.67,,2014-06-24,,2014-08-07,2015-02-25,4,0,제2종근린생활시설,휴게음식점,도시지역,,가축사육제한구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 32-11,175.9,99.82,342.5,,56.75,194.71,,2014-06-24,,2014-08-14,2015-01-13,5,0,단독주택,"다가구주택,근린생활시설",제2종일반주거지역,,지구단위계획구역,,,4,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 463-4,177.2,88.54,352.54,,49.97,198.95,,2014-06-24,,2014-07-03,2015-04-23,5,0,단독주택,다가구주택,,,,,,4,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 643-7,251,150.48,492.25,,59.95,196.11,,2014-06-23,,2014-07-16,2014-12-18,5,0,공동주택,,제2종일반주거지역,,,8,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 610-1,1008.6,246.94,972.22,,24.48,74.37,,2014-06-20,,,2014-08-11,3,1,제2종근린생활시설,"사무소, 노유자시설",도시지역,일반미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 248-19,150.09,89.79,313.89,,59.82,149.31,,2014-06-20,,2014-06-25,2014-11-12,4,1,공동주택,"다세대주택,제2종근린생활시설",제1종일반주거지역,,,7,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 130-4,179.5,106,358.45,,59.05,199.69,,2014-06-20,,2014-07-03,2014-10-17,5,0,공동주택,근생 및 다세대주택,,,,7,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 159-14,256.2,152.73,443.21,,59.61,172.99,,2014-06-20,,2014-07-04,2014-11-28,4,0,단독주택,다가구주택,제2종일반주거지역,,,,,10,2023-01-28
건축신고,증축,서울특별시 광진구 군자동 102-41,118,74.08,98.19,17.5,62.78,77.61,,2014-06-20,,,2014-08-05,2,1,제1종근린생활시설,주택,도시지역,대공방어협조구역,학교환경위생정화구역,1,,,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 17-65,103.14,61.71,320.39,,59.83,310.64,,2014-06-19,,2014-06-25,2014-12-19,7,0,단독주택,근생 및 다가구,준주거지역,,,,,4,2023-01-28
건축허가,대수선,서울특별시 광진구 중곡동 297-17,124.6,74.24,207.6,,59.5827,166.6132,,2014-06-18,,,,4,,단독주택,다가구주택,도시지역,대공방어협조구역,지구단위계획구역,,,3,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 31-2 외1필지,567.7,335.82,2377.05,,59.1545,285.9803,,2014-06-18,,,,6,2,업무시설,근린생활시설,도시지역,대공방어협조구역,지구단위계획구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 246-12,444.6,215.17,1231.49,,48.39,220.86,,2014-06-18,,2015-03-31,2015-04-10,6,1,단독주택,다가구,도시지역,,가축사육제한구역,,,2,2023-01-28
건축신고,용도변경,서울특별시 광진구 중곡동 122-11,243.6,139.76,655.8,,57.37,218.76,,2014-06-17,,,,5,1,단독주택,"다가구주택, 근린생활시설",도시지역,대공방어협조구역,,,,4,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 224-56,114.51,68.1,188.43,,59.47,164.55,,2014-06-16,,2014-06-19,2014-11-14,4,0,단독주택,다가구주택,도시지역,대공방어협조구역,상수원보호기타,,,4,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 224-67,156.08,93.6,281.49,,59.97,180.35,,2014-06-16,,2014-06-18,2014-11-14,4,0,단독주택,다가구주택,도시지역,대공방어협조구역,상수원보호기타,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 620-1,142.5,85.37,284.26,,59.9088,199.4807,,2014-06-16,,2014-06-18,2014-10-15,5,0,단독주택,"다가구주택,제2종근린시설",건축용도지역기타,대공방어협조구역,,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 795-5 외2필지,692.1,328.6,1317.16,,47.4787,190.3135,,2014-06-16,,2014-06-24,2015-01-20,6,0,공동주택,도시형생활주택(단지형다세대),가로구역별최고높이제한지역,대공방어협조구역,상수원보호기타,20,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 245-3,749.8,403.59,1123.4,,53.83,149.83,,2014-06-16,,2014-06-20,2014-12-05,5,0,공동주택,다세대주택(도시형생활주택(단지형다세대주택),제1종일반주거지역,,,16,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 635-9,162,96.75,277.88,,59.72,171.53,,2014-06-16,,2014-07-01,2015-01-22,4,0,단독주택,다가구주택(5가구),제2종일반주거지역,,제1종지구단위계획구역,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 607-21,248.3,148.48,441.32,,59.8,177.74,,2014-06-16,,2014-07-01,2014-12-19,5,0,공동주택,다세대주택,제2종일반주거지역,,,8,,,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 623-3,255.7,148.92,659.68,19.2,58.24,199.43,,2014-06-16,,2014-06-17,2014-06-19,4,1,제2종근린생활시설,주택,제2종일반주거지역,,,,,4,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 648-14,576.3,344.44,3679.94,,59.77,511.88,,2014-06-13,,2014-09-11,2015-10-14,12,2,업무시설,"업무시설(오피스텔),제2종근린생활시설",일반상업지역,,제1종지구단위계획구역,,84,,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 42-17,864.1,516,2800.7,30,59.72,242.29,,2014-06-13,,,2014-09-15,5,1,업무시설,사무소,제3종일반주거지역,미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 634-4,170.3,102,330.52,,59.89,194.08,,2014-06-12,,2014-07-17,2015-01-29,5,0,공동주택,다세대주택,제2종일반주거지역,,,7,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 227-257 외1필지,229.4,136.29,448.76,,59.41,195.62,,2014-06-11,,2014-06-16,2014-11-24,5,0,공동주택,,제2종일반주거지역,,,8,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 21-24 외1필지,363.6,197.96,688.79,,54.44,148.88,,2014-06-11,,2014-06-16,2015-02-12,5,1,공동주택,도시형생활주택 단지형다세대,제1종일반주거지역,,,11,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 31-21,153.2,91.16,279.94,,59.5,182.73,,2014-06-11,,2014-06-18,2014-12-10,5,0,공동주택,다세대주택 및 제2종근린생활시설,제2종일반주거지역,,지구단위계획구역,7,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 능동 244-32,236,140.64,380.17,,59.59,147.65,,2014-06-09,,,,3,,단독주택,제2종근린생활시설,제1종일반주거지역,,,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 21-10,241,144.38,585.01,,59.9087,186.6556,,2014-06-09,,2014-06-12,2014-12-29,5,1,제2종근린생활시설,,도시지역,대공방어협조구역,지구단위계획구역,,,2,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 220-45 외1필지,227.8,136.33,454.2,,59.85,199.39,,2014-06-09,,2014-06-13,2014-12-05,5,0,공동주택,근생시설/다세대주택,제2종일반주거지역,,지구단위계획구역,8,,,2023-01-28
건축허가,증축,서울특별시 광진구 구의동 81-3 외1필지,605.6,362.85,923.45,665.86,59.92,139.64,,2014-06-05,,2014-08-07,2015-03-03,3,1,제2종근린생활시설,외1종,도시지역,대공방어협조구역,문화재보존영향 검토대상구역,,,,2023-01-28
건축허가,대수선,서울특별시 광진구 자양동 553-15,1530,821.82,3148.76,,53.71,155.7,,2014-06-05,,2014-08-12,2015-01-07,3,1,제2종근린생활시설,"근린생활시설, 업무시설",도시지역,,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 212-3,2041.9,1204.72,11284.43,,59,270.34,,2014-06-05,,,2014-07-07,6,4,제2종근린생활시설,,제3종일반주거지역,일반미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 249-34,130.9,77.74,198.92,,59.38,151.96,,2014-06-05,,2014-06-09,2014-10-24,4,0,단독주택,다가구주택,,,,,,5,2023-01-28
건축신고,증축,서울특별시 광진구 군자동 466-19,550.1,240,980.19,84.32,43.63,146.21,,2014-06-05,,2014-06-12,2014-08-28,4,1,제2종근린생활시설,사무소,제3종일반주거지역,중심지미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 74-12,89.79,53.5,134.47,,59.58,149.76,,2014-06-03,,2014-06-09,2014-11-06,4,0,단독주택,,,,대공방어 협조구역,,,3,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 647-30,177,103.48,353.77,,58.46,199.87,,2014-06-03,,2014-07-01,2014-11-24,5,0,공동주택,다세대주택,제2종일반주거지역,,,5,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 9-32,193.1,95,297.06,,49.2,153.84,,2014-06-02,,2014-06-13,2014-12-10,5,0,제2종근린생활시설,다가구주택(2가구),제2종일반주거지역,,,,,2,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 647-33,170.8,101.81,339.5,,59.6,198.77,,2014-05-30,,2014-06-23,2014-10-06,5,0,공동주택,다세대주택,도시지역,,,7,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 150-139,221,131.67,439.72,,59.58,198.97,,2014-05-29,,2014-06-27,2014-11-26,5,0,공동주택,다세대주택,제2종일반주거지역,,,8,1,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 630-28 외1필지,294.85,175.92,567.76,,59.66,192.55,,2014-05-29,,2014-06-23,2014-10-31,5,0,공동주택,근생 및 다세대 주택,,,,8,,,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 2-6,108.6,65,382.53,,59.85,352.42,,2014-05-29,,2014-07-11,2015-02-26,7,0,제2종근린생활시설,다중생활시설/사무소/단독주택,도시지역,,제1종지구단위계획구역,,9,1,2023-01-28
건축신고,용도변경,서울특별시 광진구 중곡동 40-1,488.6,226.5,1132.5,,46.36,185.42,,2014-05-29,,,2014-05-29,4,1,제2종근린생활시설,,제2종일반주거지역,조망가로미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 218-22 외1필지,297.9,148.28,649.26,,49.7751,217.9456,,2014-05-28,,2014-06-13,2014-11-19,6,0,공동주택,도시형생활주택,,,,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 160-30,132.2,78.88,239.96,,59.6672,181.5129,,2014-05-28,,2014-06-10,2014-10-01,4,0,단독주택,다가구주택(6가구)1종근린생활시설(사무소),제2종일반주거지역,,,,,6,2023-01-28
건축신고,용도변경,서울특별시 광진구 자양동 653-47 외1필지,754.2,321.64,1495.56,,42.6465,198.2975,,2014-05-28,,,2014-06-25,6,,제1종근린생활시설,"제2종근린생활시설,단독주택(다가구주택)",제2종일반주거지역,,대공방어 협조구역,,,6,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 211-21,142.1,85,249.54,,59.82,175.61,,2014-05-27,,2014-06-05,2014-10-29,4,0,단독주택,다가구주택(5가구) 및 제2종근생(사무소),제2종일반주거지역,,,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 232-1,280.3,151.75,560.2,,54.14,199.86,,2014-05-27,,2014-06-02,2014-10-21,6,0,공동주택,도시형생활주택(단지형다세대),제2종일반주거지역,,,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 340-14,163.9,97.91,309.84,,59.74,189.04,취소,2014-05-27,,,,4,0,단독주택,다가구주택,도시지역,,,,,6,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 158-6,109.8,52.02,228.48,,47.38,142.13,,2014-05-26,,,,3,1,제1종근린생활시설,주택,준주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 615-12,114.02,68.29,160.36,,59.89,140.64,,2014-05-26,,2014-06-05,2014-10-10,3,0,단독주택,다가구주택(2가구)및 근린생활시설,제2종일반주거지역,,,,,2,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 49-15,165.3,99.06,330.42,,59.93,199.89,,2014-05-23,,2014-05-26,2014-11-21,6,0,공동주택,"다세대주택, 제2종근린생활시설",제2종일반주거지역,,가축사육제한구역,5,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 297-1 외3필지,595.5,349.76,1187.48,,58.73,199.41,,2014-05-23,,2014-05-27,2014-11-03,6,0,공동주택,도시형생활주택 단지형 다세대,제2종일반주거지역,,지구단위계획구역,20,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 123-10 외1필지,285.6,171.1,566.2,,59.9,198.24,,2014-05-23,,2014-06-05,2014-10-14,5,0,공동주택,"근,생및다세대주택12",제2종일반주거지역,,,12,,,2023-01-28
건축신고,증축,서울특별시 광진구 군자동 463-8,461.2,229.69,1429.42,83.03,49.8,231.37,,2014-05-23,,2014-06-26,2014-12-22,5,1,교육연구시설,,도시지역,,,,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 자양동 656-18,154.3,77.92,164.47,,50.499,84.0506,,2014-05-23,,,2014-06-03,2,1,제2종근린생활시설,사무실,도시지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 104-49,206.6,123.66,386.54,,59.8548,147.1636,,2014-05-22,,2014-05-26,2015-01-05,4,1,공동주택,도시형생활주택,도시지역,대공방어협조구역,,9,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 627-3,151.51,90.85,302.84,,59.96,199.88,,2014-05-22,,2014-06-02,2014-09-17,4,0,단독주택,근생 및 다가구 주택,,,,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 253-23,111.2,66.38,213.02,,59.69,191.56,,2014-05-22,,2014-05-27,2014-10-10,4,0,단독주택,(다가구주택)/제2종근린생활시설,제2종일반주거지역,,,,,5,2023-01-28
건축허가,대수선,서울특별시 광진구 군자동 64-9,387,225.82,975.78,,58.35,199.86,,2014-05-21,,2014-05-26,2014-07-21,4,1,단독주택,,제2종일반주거지역,,,,,5,2023-01-28
건축신고,증축,서울특별시 광진구 군자동 98 외39필지,118420.2,34172,215499.861,73.08,28.8565,149.5,,2014-05-21,,2014-06-02,2014-07-03,11,2,교육연구시설,대학교,제2종일반주거지역,,제1종지구단위계획구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 89-20,124.9,74.36,249.54,,59.54,199.79,,2014-05-20,,2014-05-23,2014-09-26,5,0,공동주택,다세대주택,제2종일반주거지역,,,6,,,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 117-11,219.93,113.79,438.7,,51.74,199.47,,2014-05-20,,2014-06-13,2014-11-03,5,0,공동주택,다세대주택(1종근린생활시설 : 소매점),제2종일반주거지역,,,9,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 21-13,280,164.16,706.88,,58.63,149.93,,2014-05-20,,2014-06-26,2015-03-05,4,2,공동주택,"다세대주택, 제2종근린생활시설",제1종일반주거지역,,대공방어 협조구역,7,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 24-9 외1필지,395.3,234.32,657.98,,59.28,166.45,,2014-05-20,,2014-06-16,2014-09-29,5,0,공동주택,다세대주택(13세대),도시지역,,지구단위계획구역,13,,,2023-01-28
건축허가,대수선,서울특별시 광진구 능동 242-20,245,97.71,298.59,,39.88,79.76,,2014-05-19,,2014-05-20,2014-06-05,2,1,단독주택,다가구주택,제1종일반주거지역,최고고도지구,,,,6,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 235-7 외1필지,228.62,114,560.28,,49.86,245.07,,2014-05-19,,2014-06-09,2014-09-04,6,0,공동주택,도시형셍활주택(단지형다세대주택-10),제3종일반주거지역,,,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 99-8,237.7,142.08,430.82,,59.77,181.25,,2014-05-16,,2014-05-26,2014-11-18,4,0,제1종근린생활시설,및 단독(다가구주택),도시지역,,,,,6,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 29-18 외1필지,374.2,220,747.8,,58.79,199.84,,2014-05-14,,2014-05-19,2014-12-18,6,0,공동주택,근생및 다세대,제2종일반주거지역,,,10,3,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 636-2,132,79.13,202.82,,59.95,143.82,,2014-05-14,,2014-05-20,2014-12-04,3,0,단독주택,다가구주택(4가구),제2종일반주거지역,,,,,4,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 232-8,170.93,102,302.12,,59.67,176.75,,2014-05-14,,2014-05-20,2014-10-10,5,0,단독주택,근린생활시설 및 다가구 주택 (5가구),제2종일반주거지역,,,,,5,2023-01-28
건축허가,용도변경,서울특별시 광진구 군자동 478-5,2398.1,972.68,4086.41,,40.5604,136.2866,,2014-05-13,,,2014-05-19,4,1,제1종근린생활시설,의원,도시지역,일반미관지구,제1종지구단위계획구역,,,,2023-01-28
건축허가,대수선,서울특별시 광진구 광장동 393-21,126,56.93,56.93,,45.18,45.18,,2014-05-12,,,2014-05-15,1,,제2종근린생활시설,일반음식점,제1종일반주거지역,경관지구,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 군자동 184-4,182,90.8,395.94,,49.89,146.93,,2014-05-12,,,2014-09-19,3,1,노유자시설,어린이집,제2종일반주거지역,,,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 74-20,110.11,64.93,161.24,,58.96,146.43,,2014-05-09,,2014-05-14,2014-11-12,4,0,단독주택,근린생활시설 및 다가구주택,,,가축사육제한구역,,,3,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 34-20,176.5,105.3,348.64,,59.66,197.53,,2014-05-09,,2014-05-26,2014-11-04,6,0,공동주택,다세대,제2종일반주거지역,,지구단위계획구역,5,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 625-7,129.5,77.4,201.29,,59.76,155.43,,2014-05-09,,2014-05-20,2014-11-04,4,0,단독주택,다가구 주택,제2종일반주거지역,,가축사육제한구역,,,7,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 224-51,129.2,77.35,217.33,,59.87,168.21,,2014-05-08,,2014-05-20,2014-10-10,4,0,단독주택,제2종근린생활시설,제2종일반주거지역,,,,,4,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 634-26 외1필지,299.3,179.33,584.82,,59.9165,195.3959,,2014-05-08,,2014-05-27,2014-10-08,5,0,공동주택,도시형생활주택(단지형다세대),도시지역,대공방어협조구역,상수원보호기타,11,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 126-44,333.65,198.88,654.28,,59.61,196.1,,2014-05-08,,2014-05-09,2014-08-27,5,0,공동주택,다세대주택,제2종일반주거지역,,,11,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 169-97,177.3,105.85,354.27,,59.7,199.81,,2014-05-07,,2014-05-08,2014-09-12,5,0,단독주택,근린생황시설/다가구주택,제2종일반주거지역,,,,,5,2023-01-28
건축신고,용도변경,서울특별시 광진구 중곡동 123-2,212.2,96.53,213.89,,45.49,90.98,,2014-05-02,,,,2,1,단독주택,,제2종일반주거지역,조망가로미관지구,,,,1,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 199-2 외2필지,456.8,264.45,997.37,,57.89,183.1,,2014-05-01,,,2014-05-09,4,1,교육연구시설,학원,준주거지역,일반미관지구,대공방어 협조구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 234-22,136.43,81.52,203.81,,59.75,149.39,,2014-05-01,,2014-05-19,2014-10-17,4,0,단독주택,다가구주택,제1종일반주거지역,,,,,5,2023-01-28
건축신고,증축,서울특별시 광진구 광장동 394-3,1716,512.19,1824.04,73.83,29.85,64.85,,2014-05-01,,2014-05-12,2014-07-30,3,1,제2종근린생활시설,의약품판매소,제1종일반주거지역,중심지미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 207-13,350.37,210.17,659.34,,59.98,188.18,,2014-04-30,,2014-05-20,2014-10-28,5,0,공동주택,다세대주택,도시지역,,,12,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 239-63 외1필지,225.7,134.91,450.46,,59.77,199.58,,2014-04-30,,2014-05-12,2014-09-03,5,0,공동주택,다세대주택,제2종일반주거지역,,,8,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 218-38 외1필지,250.6,125.2,592.26,,49.96,236.34,,2014-04-30,,2014-05-15,2014-08-25,6,0,공동주택,도시형생활주택-다세대주택 ,제3종일반주거지역,,,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 242-39,151.7,91,292.97,,59.98,193.12,,2014-04-29,,2014-05-15,2014-09-15,5,0,단독주택,근생 및 다가구주택,,,,,,4,2023-01-28
건축신고,용도변경,서울특별시 광진구 중곡동 620-1,142.5,84.2,165.31,,59.0877,108.6526,,2014-04-29,,,,2,1,단독주택,다가구주택,건축용도지역기타,대공방어협조구역,,,,2,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 47-6,155.94,92.54,307.14,,59.34,181.58,,2014-04-28,,2014-06-09,2014-11-18,4,0,공동주택,다세대주택6세대,제2종일반주거지역,,,6,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 253-48,166.9,83.13,357.82,,49.81,214.39,,2014-04-28,,2014-05-20,2014-09-18,5,0,공동주택,다세대주택 및 제2종근린생활시설,제3종일반주거지역,,,4,1,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 653-40,146.2,87.62,291.26,,59.93,199.22,,2014-04-28,,2014-05-29,2014-09-18,4,0,제1종근린생활시설,및 다가구주택(5가구),,대공방어협조구역,학교환경위생정화구역,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 능동 232-19,279.7,136.93,419.41,,48.97,149.95,,2014-04-28,,2014-05-08,2014-09-24,5,0,공동주택,도시형생활주택,제1종일반주거지역,,,8,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 638-23,139.5,83.19,233.68,,59.63,167.51,,2014-04-28,,2014-05-13,2014-09-04,4,0,단독주택,"다가구주택(5가구), 제2종근린(사무소)",제2종일반주거지역,,,,,5,2023-01-28
건축신고,증축,서울특별시 광진구 군자동 71-1 외1필지,133.03,62.88,251.52,13.76,47.27,141.8,,2014-04-28,,2014-06-16,,3,1,제2종근린생활시설,사무소(단독주택-1가구),도시지역,,,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 232-27,73.28,43.41,110.75,,59.24,151.13,,2014-04-25,,2014-04-30,2016-10-27,3,0,단독주택,다가구주택(2가구)및근린,도시지역,,,,,2,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 195-18 외2필지,236.2,136.7,472.19,,57.8747,199.9111,,2014-04-25,,2014-05-07,2014-08-27,6,0,공동주택,다세대주택,도시지역,대공방어협조구역,학교환경위생정화구역,10,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 221-5,412.2,206.04,1110.81,,49.99,193.21,,2014-04-24,,,2014-04-29,4,1,제1종근린생활시설,주택,제2종일반주거지역,,지구단위계획구역,,,1,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 546-4,25260.3,13319.84,259730.85,,52.73,579.97,,2014-04-24,,,2014-06-27,39,6,판매시설,"업무시설,운동시설,관람집회시설)",준주거지역,역사문화미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 28-32 외1필지,199.83,118.16,399.5,,59.13,199.92,,2014-04-24,,2014-06-03,2014-10-10,5,0,제1종근린생활시설,및다가구주택(5가구),도시지역,,,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 능동 241-2,174.5,101.13,261.64,,57.95,149.94,,2014-04-24,,2014-05-02,2014-10-17,4,0,단독주택,다가구 주택,도시지역,최고고도지구,,,,6,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 232-26,80.3,48.15,118.35,,59.96,147.38,,2014-04-22,,2014-04-30,2017-12-12,3,0,단독주택,다가구주택및근린생활시설,도시지역,,,,,2,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 74-14,1373,732.32,8766.36,,53.34,313.86,,2014-04-21,,,2014-05-21,6,4,제2종근린생활시설,근린생활시설. 업무시설. 운동시설,준주거지역,일반미관지구,제1종지구단위계획구역,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 556-3,258,91.24,211.96,,35.3643,54.7132,,2014-04-18,,,,2,1,단독주택,단독주택및제2종근린생활시설,도시지역,대공방어협조구역,학교환경위생정화구역,1,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 204-27 외1필지,819.8,445.51,2349.99,,54.34,199.52,,2014-04-18,,2014-05-08,2014-12-22,6,1,공동주택,"도시형(단지형다세대주택 및 제1,2종근.생(소매점,사무소)",제2종일반주거지역,,,24,4,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 221-7,236,117.6,493.8,,49.83,209.23,,2014-04-18,,2014-04-21,2014-10-14,6,0,공동주택,단지형다세대주택,제3종일반주거지역,,,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 342-19,295,146.69,697.98,,49.73,236.6,,2014-04-18,,2014-04-29,2014-10-22,6,0,공동주택,"제2종근린생활시설,다세대주택(도시형생활주택)",제3종일반주거지역,,,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 24-13,315.7,188.18,609.01,,59.61,192.91,,2014-04-18,,2014-05-07,2014-11-10,5,0,공동주택,다세대주택,제2종일반주거지역,,,8,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 90-4 외1필지,289.5,153.66,578.12,,53.07,199.7,,2014-04-16,,2014-06-03,2014-10-17,6,0,공동주택,단지형 다세대 주택 (10세대),제2종일반주거지역,,,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 89-21 외1필지,296,168,591.33,,56.75,199.77,,2014-04-16,,2014-05-27,2014-09-17,6,0,공동주택,단지형 다세대주택 (10세대),제2종일반주거지역,,,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 638-22,133.9,79.5,218.51,,59.37,163.19,,2014-04-15,,2014-04-17,2014-09-02,4,0,단독주택,제2종근린생활시설,제2종일반주거지역,,,,,5,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 30-51,217.5,129.92,431.89,,59.73,198.57,,2014-04-15,,2014-05-16,2014-10-22,6,0,공동주택,"다세대주택,제2종근린생활시설",제2종일반주거지역,,지구단위계획구역,5,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 638-4,919.3,455.18,1598.46,,49.51,142.55,,2014-04-14,,,2014-04-18,3,1,업무시설,"업무시설(사무실), 근린생활시설",제3종일반주거지역,중심지미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 209-38,111.7,66.95,222.69,,59.94,199.36,,2014-04-14,,2014-04-23,2014-09-01,4,0,단독주택,근생및다가구주택,제2종일반주거지역,,,,,3,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 549-4,286,159.45,571.85,,55.75,199.95,,2014-04-14,,2014-04-29,2014-08-06,6,0,공동주택,도시형생활주택(단지형다세대주택),제2종일반주거지역,,대공방어 협조구역,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 227-143,135.75,77.41,263.8,,57.02,194.33,,2014-04-09,,2014-04-25,2014-09-01,5,0,공동주택,다세대주택,제2종일반주거지역,,,7,,,2023-01-28
