건축구분,건물명,대지위치,대지면적(제곱미터),건축면적(제곱미터),연면적(제곱미터),증축연면적(제곱미터),건폐율(퍼센트),용적률(퍼센트),구조,허가일,착공처리일,사용승인일,최대지상층수,최대지하층수,주용도,부속용도,용도지역,용도지구,용도구역,세대수,호수,가구수
신축,마레빌,서울특별시 광진구 중곡동 220-84,194.6,116.35,387.56,,59.79,199.16,철근콘크리트구조,2015-07-09,2015-07-13,2015-12-01,5,0,공동주택,다세대(8세대),제2종일반주거지역,,지구단위계획구역,8,,
신축,청우컨스빌,서울특별시 광진구 중곡동 540-1 외2필지,681.3,348.79,1698.35,,51.2,188.43,철근콘크리트구조,2015-05-15,2015-05-22,2015-11-30,5,1,공동주택,도시형생활주택(단지형다세대주택),제2종일반주거지역,,,24,,
신축,중곡동 341-5 제2종근린생활시설및다가구주택,서울특별시 광진구 중곡동 341-5,332.2,196.41,684.16,,59.12,205.95,일반철골구조,2014-08-26,2015-05-18,2015-11-30,5,0,제2종근린생활시설,일반음식점,준주거지역,,제1종지구단위계획구역,,,3
신축,대원빌11차,서울특별시 광진구 자양동 638-12 외2필지,351.4,178.45,654.06,,50.78,186.12,철근콘크리트구조,2015-07-02,2015-07-20,2015-11-27,6,0,공동주택,도시형생활주택(단지형다세대주택14),제2종일반주거지역,,,14,,
신축,,서울특별시 광진구 구의동 60-86,187.4,112,291.69,,59.77,155.65,철근콘크리트구조,2015-06-09,2015-06-15,2015-11-27,4,0,단독주택,다가구주택(6가구),제2종일반주거지역,,,,,6
용도변경,화양동 465-1 업무시설 (홍종욱),서울특별시 광진구 화양동 465-1,499.95,290.94,1932.61,,58.19,274.8,철근콘크리트구조,2015-05-13,,2015-11-27,6,1,업무시설,"오피스텔, 근린생활시설",제3종일반주거지역,역사문화미관지구,,,,
신축,구의동 241-36 공동주택,서울특별시 광진구 구의동 241-36,141.2,84.65,281.99,,59.9504,199.7096,철근콘크리트구조,2014-11-17,2015-05-18,2015-11-27,5,0,공동주택,다세대,제2종일반주거지역,,,7,,
신축,자양동 611-23 단독주택 (우영배),서울특별시 광진구 자양동 611-23,157.9,94.6,287.93,,59.91,182.35,철근콘크리트구조,2015-05-29,2015-06-19,2015-11-26,4,0,단독주택,"다가구주택,근린생활시설",건축용도지역기타,대공방어협조구역,상수원보호기타,,,5
신축,한울위너스빌,서울특별시 광진구 능동 396-1,576,327.1,861.61,,56.79,149.58,철근콘크리트구조,2015-05-22,2015-06-10,2015-11-26,5,0,공동주택,도시형생활주택(단지형다세대주택16),제1종일반주거지역,,,16,,
신축,중곡동 41-26 공동주택 (송희정),서울특별시 광진구 중곡동 41-26,153.4,91.64,295.18,,59.74,192.43,철근콘크리트구조,2015-06-04,2015-07-08,2015-11-25,5,0,공동주택,(다세대주택) 및제2종근린생활시설(사무소),제2종일반주거지역,,,6,,
신축,대선빌딩,서울특별시 광진구 중곡동 193-50,286,171.42,567.29,,59.94,198.35,철근콘크리트구조,2014-12-08,2014-12-12,2015-11-25,5,0,제1종근린생활시설,"제1종근린생활시설,단독주택",도시지역,대공방어협조구역,지구단위계획구역,,,1
신축,자양동 615-2 공동주택 (조성애),서울특별시 광진구 자양동 615-2,147.9,88.2,295.63,,59.63,199.89,철근콘크리트구조,2015-07-13,2015-07-15,2015-11-23,5,0,공동주택,다세대주택 및 제2종근린생활시설(사무소),도시지역,,,6,1,
신축,연리지,서울특별시 광진구 중곡동 166-21 외1필지,231.1,138.59,461.42,,55.97,199.66,철근콘크리트구조,2015-05-21,2015-06-16,2015-11-23,6,0,공동주택,"다세대주택(도시형생활주택(단지형다세대)),2종근린생활시설(사무소)",도시지역,대공방어협조구역,지구단위계획구역,10,,
신축,구의동 231-65 단독주택 (박래엽),서울특별시 광진구 구의동 231-65,134.67,79.92,268.89,,59.35,199.67,철근콘크리트구조,2015-08-05,2015-08-10,2015-11-20,5,0,단독주택,"다가구주택,근린생활시설",도시지역,대공방어협조구역,상수원보호기타,,,6
신축,,서울특별시 광진구 자양동 628-12,172.6,85.7,246.36,,49.65,142.73,철근콘크리트구조,2015-06-24,2015-06-29,2015-11-20,4,0,단독주택,근생 및 다가구주택(5가구),,,,,,5
신축,,서울특별시 광진구 화양동 29-24,212,126.62,817.3,,59.73,355.14,철근콘크리트구조,2015-03-31,2015-04-07,2015-11-20,7,1,제1종근린생활시설,"의원, 사무실, 단독주택(다가구 7가구)",준주거지역,,제1종지구단위계획구역,,,7
신축,세원 그린빌,서울특별시 광진구 중곡동 48-3 외1필지,279.3,151.3,558.01,,54.17,199.79,철근콘크리트구조,2015-06-30,2015-07-09,2015-11-19,6,0,공동주택,2종근생및 도시형 단지형 다세대,제2종일반주거지역,,,10,1,
신축,연리지,서울특별시 광진구 자양동 684-10,208.1,122.24,416,,58.74,199.9,철근콘크리트구조,2015-06-08,2015-06-12,2015-11-19,6,0,공동주택,다세대주택 (도시형생활주택(단지형다세대)),도시지역,대공방어협조구역,상수원보호기타,13,,
증축,꼭두빌딩,서울특별시 광진구 자양동 688-5,349.8,191.54,909.17,56.51,54.757,198.7793,철근콘크리트구조,2015-07-02,2015-07-06,2015-11-17,5,1,제2종근린생활시설,및 다가구주택,도시지역,대공방어협조구역,상수원보호기타,,,4
신축,,서울특별시 광진구 능동 249-31,113.18,67.62,168.86,,59.75,149.2,철근콘크리트구조,2015-06-15,2015-06-23,2015-11-17,4,0,단독주택,"다가구주택,근생",제1종일반주거지역,,,,,5
신축,다솜,서울특별시 광진구 자양동 646-42 외1필지,371.3,175,659.79,,47.13,177.7,철근콘크리트구조,2015-06-09,2015-06-17,2015-11-17,6,0,공동주택,도시형생활주택(단지형-다세대),제2종일반주거지역,,,15,,
신축,,서울특별시 광진구 자양동 6-65,138.2,82.4,276.22,,59.62,199.87,철근콘크리트구조,2015-06-22,2015-07-03,2015-11-16,5,0,단독주택,다가구주택,제2종일반주거지역,,,,,5
신축,,서울특별시 광진구 구의동 66-76,274.7,164.16,548.56,,59.7597,199.69,철근콘크리트구조,2015-07-07,2015-07-13,2015-11-13,6,0,공동주택,도시형생활주택,제2종일반주거지역,,,10,,
신축,지오빌,서울특별시 광진구 자양동 589-5 외1필지,485.6,287.64,970.42,,59.23,199.84,철근콘크리트구조,2015-04-30,2015-06-08,2015-11-13,5,0,공동주택,도시형생활주택(원룸형),제2종일반주거지역,,,23,,
신축,자양동 227-237 단독주택 (전은순),서울특별시 광진구 자양동 227-237,163.88,81.86,222.78,,49.95,135.94,철근콘크리트구조,2015-04-17,2015-05-13,2015-11-13,4,0,단독주택,다가구주택,가로구역별최고높이제한지역,대공방어협조구역,학교환경위생정화구역,,,5
신축,자양 에스하임2,서울특별시 광진구 자양동 595-12 외1필지,264.3,158.21,528.41,,59.86,199.93,철근콘크리트구조,2015-06-17,2015-07-06,2015-11-12,5,0,공동주택,다세대주택,제2종일반주거지역,,,11,,
신축,,서울특별시 광진구 군자동 356-5,227.4,113.63,523.36,,49.97,230.15,철근콘크리트구조,2015-05-06,2015-05-29,2015-11-12,6,0,제2종근린생활시설,근린생활시설/단독주택,제3종일반주거지역,,제1종지구단위계획구역,,,1
신축,힐하우스,서울특별시 광진구 구의동 239-60 외1필지,390.6,231.02,659.38,,59.15,168.81,철근콘크리트구조,2015-03-05,2015-04-29,2015-11-12,5,0,공동주택,다세대주택,도시지역,,,16,,
신축,,서울특별시 광진구 구의동 239-69,129.8,77.7,244.97,,59.86,188.73,철근콘크리트구조,2015-03-03,2015-05-19,2015-11-12,5,0,단독주택,제2종근린생활시설 및 다가구주택,도시지역,,,,,5
신축,리더스빌,서울특별시 광진구 중곡동 165-7,333.3,178.48,664.64,,53.54,199.41,철근콘크리트구조,2015-05-19,2015-06-10,2015-11-11,6,0,공동주택,"근,생및도시형생활주택10",제2종일반주거지역,조망가로미관지구,,10,,
신축,다향빌,서울특별시 광진구 중곡동 141-34,230.1,123.09,459.52,,53.49,199.7,철근콘크리트구조,2015-04-01,2015-04-29,2015-11-11,6,0,공동주택,도시형생활주택(단지형다세대),제2종일반주거지역,,,9,,
신축,,서울특별시 광진구 중곡동 247-31,267.8,157.32,482.53,,58.75,180.18,철근콘크리트구조,2015-05-28,2015-06-04,2015-11-10,5,0,단독주택,다가구주택(6가구) / 근린생활시설(사무소),건축용도지역기타,대공방어협조구역,,,,6
신축,스위트홈,서울특별시 광진구 능동 238-3,315,156.27,472.26,,49.61,149.92,철근콘크리트구조,2015-04-15,2015-05-08,2015-11-10,5,0,공동주택,도시형생활주택(단지형다세대),제1종일반주거지역,,,10,,
대수선,중곡동 139-25 단독주택 (이진숙),서울특별시 광진구 중곡동 139-25,232.1,102.19,230.58,,44.02,79.13,벽돌구조,2015-09-04,2015-09-16,2015-11-09,2,1,단독주택,,제2종일반주거지역,,,,,1
신축,솔하우스,서울특별시 광진구 화양동 426-8,137,81.99,247.04,,59.85,180.32,철근콘크리트구조,2015-06-10,2015-06-22,2015-11-09,5,0,단독주택,다가구,제2종일반주거지역,,,,,7
신축,한올프렌체,서울특별시 광진구 중곡동 33-47 외1필지,287.9,141.12,545.67,,49.02,189.53,철근콘크리트구조,2015-06-09,2015-06-15,2015-11-09,6,0,공동주택,도시형생활주택 단지형 다세대주택및근린생활시설,도시지역,,지구단위계획구역,10,,
신축,수플러스,서울특별시 광진구 중곡동 340-10 외1필지,324,190.11,635.29,,58.68,196.08,철근콘크리트구조,2015-03-24,2015-04-24,2015-11-09,5,0,공동주택,다세대 및(제2종근린생활시설-사무실),제2종일반주거지역,,,9,1,
용도변경,구의동 199-18 공동주택 (박경숙),서울특별시 광진구 구의동 199-18,5745.7,3234.42,70372.67,,56.2929,795.9947,철골철근콘크리트구조,2015-10-20,,2015-11-05,24,5,공동주택,,도시지역,일반미관지구,,252,,
신축,.,서울특별시 광진구 구의동 46-42,263.7,144.71,395.29,,54.88,149.9,철근콘크리트구조,2015-06-16,2015-06-18,2015-11-04,5,0,공동주택,도시형생활주택 단지형 다세대,제1종일반주거지역,,,7,,
신축,,서울특별시 광진구 구의동 639-3,163.5,98.04,278.15,,59.96,170.12,철근콘크리트구조,2015-02-24,2015-02-26,2015-11-04,4,0,단독주택,다가구주택,제2종일반주거지역,,제1종지구단위계획구역,,,5
신축,대영트윈.투,서울특별시 광진구 구의동 218-13,528.3,257.54,1992.17,,48.74,225.52,철근콘크리트구조,2015-02-05,2015-02-09,2015-11-04,7,2,공동주택,,제3종일반주거지역,,,16,4,
용도변경,동서울종합터미널,서울특별시 광진구 구의동 546-1,35977,9102.67,47814.77,,25.3014,99.2876,철근콘크리트구조,2014-12-04,,2015-11-04,7,3,운수시설,시외버스정류장,도시지역,역사문화미관지구,가축사육제한구역,,,
신축,,서울특별시 광진구 구의동 252-125,165.2,98.91,329.75,,59.87,199.61,철근콘크리트구조,2015-04-27,2015-05-06,2015-11-03,5,0,공동주택,"근린생활시설, 다세대주택",도시지역,,,5,,
신축,화양동 8-46 제2종근린생활시설 (이종근),서울특별시 광진구 화양동 8-46,157,92.25,313.4,,58.76,199.62,철근콘크리트구조,2015-03-16,2015-03-30,2015-11-03,5,0,제2종근린생활시설,/다가구주택,도시지역,대공방어협조구역,학교환경위생정화구역,,,2
신축,세종에코그린,서울특별시 광진구 중곡동 147-49 외1필지,221,132.39,446.25,,59.9,149.96,철근콘크리트구조,2015-04-06,2015-04-08,2015-11-02,4,1,공동주택,다세대주택 및 제2종근린린생활시설(사무소),제1종일반주거지역,,,8,1,
신축,,서울특별시 광진구 중곡동 107-81,110.4,62.71,164.81,,56.8,149.28,철근콘크리트구조,2015-03-23,2015-03-25,2015-10-30,4,0,단독주택,근생 및 다가구주택,도시지역,,,,,2
신축,,서울특별시 광진구 자양동 769-4,339.2,155.11,845.17,,45.7,249.17,철근콘크리트구조,2015-02-27,2015-06-03,2015-10-30,8,0,공동주택,"다세대주택(단지형다세대주택), 제2종근린생활시설(사무소)",도시지역,대공방어협조구역,상수원보호기타,10,,
신축,.,서울특별시 광진구 중곡동 122-41,229.9,121.6,422.67,,52.89,183.85,철근콘크리트구조,2015-04-21,2015-05-26,2015-10-29,5,0,공동주택,다세대주택,제2종일반주거지역,,,7,,
신축,하우젠빌,서울특별시 광진구 중곡동 104-76,190.4,113.1,409.98,,59.4,148.87,철근콘크리트구조,2015-04-16,2015-05-15,2015-10-29,4,1,공동주택,근린생활시설 및 다세대주택(8세대),제1종일반주거지역,,,8,,
신축,알펜시아6차,서울특별시 광진구 구의동 209-50,430.7,236.24,659.06,,54.85,153.02,철근콘크리트구조,2015-04-24,2015-05-07,2015-10-28,5,0,공동주택,다세대주택,도시지역,,,12,,
신축,구의동 206-5 단독주택 (이인석),서울특별시 광진구 구의동 206-5,135.5,80.17,224.48,,59.166,165.667,철근콘크리트구조,2015-03-02,2015-04-13,2015-10-28,4,0,단독주택,다가구주택,도시지역,대공방어협조구역,상수원보호기타,,,6
신축,능동 도시형생활주택,서울특별시 광진구 능동 247-8,334.5,166.92,830.24,,49.9,188.6,철근콘크리트구조,2014-07-23,2015-03-26,2015-10-28,5,1,공동주택,다세대주택,도시지역,,,11,,
신축,,서울특별시 광진구 중곡동 104-47,221.2,132,331.37,,59.67,149.8,철근콘크리트구조,2015-04-27,2015-05-01,2015-10-27,5,0,공동주택,도시형생활주택(단지형다세대주택),제1종일반주거지역,,,8,,
신축,어반클래식,서울특별시 광진구 군자동 358-2 외1필지,175,102.92,348.88,,58.81,199.36,철근콘크리트구조,2015-04-27,2015-05-19,2015-10-27,5,0,단독주택,다가구주택(6가구)/근린생활시설,제2종일반주거지역,,,,,6
신축,테미하우스,서울특별시 광진구 중곡동 166-33 외1필지,230,130.14,457.75,,56.58,199.02,철근콘크리트구조,2015-04-14,2015-04-23,2015-10-27,6,0,공동주택,도시형생활주택 단지형다세대,제2종일반주거지역,,지구단위계획구역,10,,
신축,중곡동 76-54 공동주택/다세대주택/도시형생활주택,서울특별시 광진구 중곡동 76-54,172.2,102.72,257.95,,59.65,149.8,철근콘크리트구조,2015-05-04,2015-06-17,2015-10-23,5,0,공동주택,다세대주택/도시형생활주택,도시지역,대공방어협조구역,,6,,
신축,태영아트빌,서울특별시 광진구 중곡동 194-42,83.75,49.42,203.04,,59.01,191.92,철근콘크리트구조,2015-04-07,2015-04-30,2015-10-23,4,1,단독주택,근린생활시설 및 다가구주택,도시지역,,,,,3
신축,내담터,서울특별시 광진구 중곡동 29-41,169.2,101.46,296.35,,59.96,175.14,철근콘크리트구조,2015-04-03,2015-05-15,2015-10-23,5,0,단독주택,"다가구, 제2종근린생활시설",도시지역,,지구단위계획구역,,,2
신축,군자동 142-34 ,서울특별시 광진구 군자동 142-34,157,93.45,297.42,,59.52,189.43,철근콘크리트구조,2015-06-25,2015-06-30,2015-10-22,4,0,단독주택,다가구주택(5가구) / 근린생활시설(소매점),제2종일반주거지역,대공방어협조구역,학교환경위생정화구역,,,5
신축,넥스젠파크뷰,서울특별시 광진구 중곡동 131-3 외1필지,425.5,211.46,1063.49,,49.7,249.94,철근콘크리트구조,2015-04-17,2015-05-01,2015-10-22,8,0,공동주택,근린생활시설 및 단지형다세대주택,제3종일반주거지역,대공방어협조구역,,15,,
신축,강남그레이스빌,서울특별시 광진구 중곡동 34-39 외1필지,314.1,188.37,627.71,,59.97,199.84,철근콘크리트구조,2015-04-10,2015-04-27,2015-10-22,5,0,공동주택,(다세대주택)및 제2종근린생활시설(부동산중개사무소),제2종일반주거지역,,,11,,
신축,리버스타,서울특별시 광진구 자양동 685-24,195.84,116.6,533.76,,59.54,199.89,철근콘크리트구조,2015-04-21,2015-04-22,2015-10-20,5,1,단독주택,"다가구주택,근린생활시설",제2종일반주거지역,,,,,6
신축,경운하이츠,서울특별시 광진구 자양동 650-47,258.8,125.7,402.38,,48.57,155.48,철근콘크리트구조,2015-03-26,2015-04-30,2015-10-20,5,0,공동주택,,제2종일반주거지역,,,7,,
신축,,서울특별시 광진구 자양동 775-10,199.8,98.3,374.18,,49.1992,187.2773,철근콘크리트구조,2015-05-14,2015-06-11,2015-10-19,5,0,공동주택,다세대주택,제3종일반주거지역,,,8,,
신축,,서울특별시 광진구 화양동 17-47,158.58,94,580.56,,59.27,366.09,철근콘크리트구조,2015-04-28,2015-05-19,2015-10-19,7,0,제2종근린생활시설,"사무실,도시형생활주택",준주거지역,,,12,,
신축,능동 257-11 단독주택 (주병영),서울특별시 광진구 능동 257-11,168.6,101.08,233.42,,59.95,138.45,철근콘크리트구조,2015-04-29,2015-05-11,2015-10-16,4,0,단독주택,다가구주택,제1종일반주거지역,최고고도지구,,,,5
신축,,서울특별시 광진구 중곡동 625-16,127.3,75.84,254.1,,59.57,199.6,철근콘크리트구조,2015-04-27,2015-05-20,2015-10-16,4,0,단독주택,근생 및 다가구주택,도시지역,,,,,5
신축,자양동 13-47 제2종근린생활시설 (남태준),서울특별시 광진구 자양동 13-47,143.1,84.55,279.07,,59.09,195.02,철근콘크리트구조,2013-07-24,2013-08-05,2015-10-16,4,0,제2종근린생활시설,고시원,도시지역,,,,,
신축,한강Ss클래스,서울특별시 광진구 중곡동 18-33 외2필지,359.5,215.1,658.08,,59.83,183.05,철근콘크리트구조,2015-05-20,2015-06-01,2015-10-15,5,0,공동주택,다세대주택,제2종일반주거지역,,지구단위계획구역,16,,
신축,리치팰리스,서울특별시 광진구 군자동 60-75 외1필지,238,137.09,475.6,,57.6,199.83,철근콘크리트구조,2015-04-15,2015-04-20,2015-10-15,6,0,공동주택,도시형생활주택(단지형다세대),제2종일반주거지역,,,10,,
신축,더존예가,서울특별시 광진구 중곡동 52-11,320,182.24,639.79,,56.95,199.93,철근콘크리트구조,2015-04-09,2015-05-06,2015-10-15,6,0,공동주택,도시형생활주택(단지형다세대),제2종일반주거지역,,,14,,
신축,,서울특별시 광진구 중곡동 193-11,136.7,81.84,264.5,,59.87,193.49,철근콘크리트구조,2015-05-26,2015-06-03,2015-10-14,4,0,단독주택,근린생활시설/다가구주택(3가구),제2종일반주거지역,,지구단위계획구역,,,3
신축,,서울특별시 광진구 자양동 775-6,241.8,120.12,584.99,,49.67,241.93,철근콘크리트구조,2015-05-14,2015-05-18,2015-10-14,6,0,공동주택,도시형생활주택(단지형다세대주택),,,,10,,
신축,,서울특별시 광진구 구의동 222-43 외1필지,253.2,151.48,498.81,,59.83,197,철근콘크리트구조,2015-04-27,2015-05-07,2015-10-14,5,0,공동주택,다세대주택,도시지역,,,8,,
신축,,서울특별시 광진구 중곡동 159-56,166,99.32,330.22,,59.83,198.93,철근콘크리트구조,2015-03-30,2015-05-18,2015-10-14,5,0,공동주택,다세대주택,제2종일반주거지역,,,8,,
신축,화양동 8-14 /다가구주택/근린생활시설 (이욱상),서울특별시 광진구 화양동 8-14 외1필지,293.3,175.44,577.58,,59.82,196.92,철근콘크리트구조,2015-01-30,2015-03-30,2015-10-14,5,0,단독주택,다가구주택,제2종일반주거지역,,,,,10
신축,아지(AZ)0213,서울특별시 광진구 중곡동 648-14,576.3,344.44,3679.94,,59.77,511.88,철근콘크리트구조,2014-06-13,2014-09-11,2015-10-14,12,2,업무시설,"업무시설(오피스텔),제2종근린생활시설",일반상업지역,,제1종지구단위계획구역,,84,
용도변경,,서울특별시 광진구 화양동 11-18,136.5,65.98,137.94,,48.34,92.58,벽돌구조,2015-08-11,,2015-10-13,2,1,제2종근린생활시설,일반음식점,제2종일반주거지역,,,,,
신축,.,서울특별시 광진구 중곡동 107-106 외1필지,252,150.52,377.67,,59.73,149.87,철근콘크리트구조,2015-06-16,2015-06-18,2015-10-13,5,0,공동주택,도시형생활주택 단지형 다세대,제1종일반주거지역,,,8,,
신축,1구의동 652-1 제2종근린생활시설 (이정순),서울특별시 광진구 구의동 652-1,157,91.8,398,,58.47,199.15,철근콘크리트구조,2015-04-24,2015-04-27,2015-10-13,5,1,제2종근린생활시설,,제2종일반주거지역,,제1종지구단위계획구역,,,6
신축,진연빌10차,서울특별시 광진구 자양동 622-7 외1필지,484.4,254.29,965.11,,52.49,199.23,철근콘크리트구조,2015-04-08,2015-05-11,2015-10-13,6,0,공동주택,단지형다세대주택,제2종일반주거지역,,,20,,
신축,,서울특별시 광진구 중곡동 72-24 외1필지,200.8,120.44,355.12,,59.98,149.99,철근콘크리트구조,2015-03-24,2015-04-07,2015-10-13,5,1,공동주택,다세대주택,제1종일반주거지역,,,9,,
신축,,서울특별시 광진구 중곡동 253-2,151.4,90.58,275.66,,59.82,182.07,철근콘크리트구조,2015-05-26,2015-05-29,2015-10-12,4,0,단독주택,근생 및 다가구주택,,,,,,6
신축,드림팰리스,서울특별시 광진구 자양동 652-14 외1필지,286.2,170.42,572.16,,59.55,199.92,철근콘크리트구조,2015-04-22,2015-05-20,2015-10-12,6,0,공동주택,단지형다세대,제2종일반주거지역,,,10,,
신축,,서울특별시 광진구 구의동 235-15,222.8,110,479.55,,49.3716,215.2379,철근콘크리트구조,2015-05-14,2015-05-20,2015-10-08,6,0,공동주택,다세대주택,도시지역,,,9,,
용도변경,,서울특별시 광진구 자양동 216-10 외1필지,1205.2,598.07,4898.97,,49.62,245.7,철근콘크리트구조,2015-09-30,,2015-10-07,5,2,업무시설,"판매시설, 근린생활시설",도시지역,일반미관지구,제1종지구단위계획구역,,,
신축,,서울특별시 광진구 화양동 44-3,120.7,72.09,261.67,,59.73,196.15,철근콘크리트구조,2015-05-20,2015-06-01,2015-10-07,5,0,제2종근린생활시설,사무소 및 다가구주택4가구,제2종일반주거지역,,대공방어 협조구역,,,4
신축,다산 파크빌,서울특별시 광진구 구의동 616-21 외1필지,464.04,278.17,935.35,,59.95,141.93,철근콘크리트구조,2015-04-24,2015-05-11,2015-10-07,4,1,공동주택,다세대주택,제1종일반주거지역,최고고도지구,,12,,
신축,화양동 36-28 단독주택 (한창희),서울특별시 광진구 화양동 36-28,151.81,89.1,263.6,,58.7,173.64,철근콘크리트구조,2015-03-26,2015-04-14,2015-10-07,4,0,단독주택,다가구주택,제2종일반주거지역,,,,,6
신축,현대레이나,서울특별시 광진구 중곡동 83-1,238,141.72,630.55,,59.55,199.65,철근콘크리트구조,2015-03-16,2015-03-27,2015-10-07,5,1,공동주택,근린생활시설 및 공동주택(다세대주택),,대공방어협조구역,,8,,
신축,광장빌리지,서울특별시 광진구 광장동 457-3,799,390.92,1957.11,,48.93,244.94,철근콘크리트구조,2014-09-23,2014-10-02,2015-10-07,6,0,공동주택,(단지형)다세대주택,제3종일반주거지역,,,29,,
용도변경,자양동 5-11 제2종근린생활시설 (장춘자),서울특별시 광진구 자양동 5-11,328.6,160.66,607.27,,48.8923,135.913,철근콘크리트구조,2015-09-14,,2015-10-06,3,1,제2종근린생활시설,"제조업소,일반음식점,사무소/ 단독주택",도시지역,,,,,1
신축,.,서울특별시 광진구 자양동 773-6,314.4,156.96,783.22,,49.92,249.12,철근콘크리트구조,2015-04-09,2015-04-20,2015-10-06,7,0,단독주택,2종근린생활시설(사무소) 및 다가구주택,제3종일반주거지역,,,,,8
신축,,서울특별시 광진구 자양동 553-415 외1필지,274,164.12,499.63,,59.9,182.35,철근콘크리트구조,2015-03-24,2015-05-11,2015-10-06,5,0,공동주택,다세대주택,제2종일반주거지역,,,11,,
대수선,,서울특별시 광진구 구의동 69-20,161.7,107.24,382.35,,66.32,181.03,철근콘크리트구조,2014-11-13,2014-11-21,2015-10-06,3,1,제2종근린생활시설,제1종근린생활시설,도시지역,일반미관지구,상수원보호기타,,,
신축,집 63419,서울특별시 광진구 구의동 634-19,162,97.02,323.79,,59.8889,199.8704,철근콘크리트구조,2015-06-16,2015-06-19,2015-10-05,5,0,단독주택,다가구주택,도시지역,,일반주거지역,,2,6
신축,,서울특별시 광진구 구의동 217-17,165.3,82.08,293.87,,49.66,177.78,철근콘크리트구조,2015-04-28,2015-04-29,2015-10-05,5,0,공동주택,다세대주택,제3종일반주거지역,,,12,,
신축,자양동 5-25 공동주택 (정옥면),서울특별시 광진구 자양동 5-25,110.7,66.12,220.96,,59.73,199.6,철근콘크리트구조,2015-04-15,2015-05-20,2015-10-05,5,0,공동주택,다세대주택(6세대),제2종일반주거지역,,,6,,
신축,,서울특별시 광진구 자양동 647-22 외1필지,341.3,197.94,659,,57.99,193.09,철근콘크리트구조,2015-03-12,2015-04-16,2015-10-05,6,0,공동주택,다세대주택(도시형생활주택/단지형다세대),도시지역,대공방어협조구역,,14,,
신축,솔가람빌라,서울특별시 광진구 구의동 77-27 외1필지,245.6,146.09,368.09,,59.4829,146.9666,철근콘크리트구조,2015-06-03,2015-06-08,2015-10-02,4,0,단독주택,"다가구주택,제2종근린생활시설",도시지역,최고고도지구,학교환경위생정화구역,,,9
신축,중곡동 169-105 단독주택 (이향자),서울특별시 광진구 중곡동 169-105,177,106.05,353.35,,59.92,199.63,철근콘크리트구조,2015-06-03,2015-06-16,2015-10-02,5,0,단독주택,제2종근린생활시설(사무소) 및 다가구주택(6가구),제2종일반주거지역,,,,2,6
신축,광장동 332-5 단독주택 (양천허씨제양군파종친회),서울특별시 광진구 광장동 332-5 외1필지,473,283.24,1554.31,,59.88,186.94,철근콘크리트구조,2014-08-08,2015-02-17,2015-10-02,4,2,단독주택,다가구주택,제2종일반주거지역,,,,,18
대수선,워커힐 호텔,서울특별시 광진구 광장동 22-1 외173필지,261288,32824.43,193196.09,,12.56,43.49,철근콘크리트구조,2014-01-29,2014-03-21,2015-10-02,15,4,숙박시설,관광호텔,도시지역,역사문화미관지구,,,,
신축,풍경채,서울특별시 광진구 중곡동 18-148 외1필지,287.8,170.97,792,,59.41,199.97,철근콘크리트구조,2015-04-02,2015-04-15,2015-10-01,5,1,공동주택,2종근생 및 도시형생활주택 단지형 다세대,제2종일반주거지역,,지구단위계획구역,10,1,
신축,중곡동 76-10 단독주택 (심관용),서울특별시 광진구 중곡동 76-10,177.4,105.15,265.06,,59.27,149.41,철근콘크리트구조,2014-07-23,2014-08-06,2015-10-01,4,0,단독주택,다가구주택,제1종일반주거지역,,,,,6
증축,자양동 460-1 단독주택 (양옥신),서울특별시 광진구 자양동 460-1,83.15,43.85,204.3,45.82,52.74,191.23,철근콘크리트구조,2015-07-03,2015-09-14,2015-09-30,4,1,단독주택,"근린생활시설, 창고시설",일반주거지역,,,,,2
신축,삼성베스트빌,서울특별시 광진구 구의동 249-37,444.84,265.68,889.04,,59.72,199.86,철근콘크리트구조,2015-05-19,2015-05-19,2015-09-30,6,0,공동주택,다세대주택(도시형생활주택-단지형다세대),제2종일반주거지역,,,17,,
신축,,서울특별시 광진구 구의동 21-28,184.1,109.35,389.47,,59.4,148.73,철근콘크리트구조,2015-04-16,2015-05-18,2015-09-30,4,1,공동주택,근린생활시설및다세대주택(7세대),제1종일반주거지역,,,7,,
신축,강변愛팰리스,서울특별시 광진구 자양동 672-16 외1필지,207.5,93.12,392.78,,44.88,189.29,철근콘크리트구조,2015-05-21,2015-06-03,2015-09-25,6,0,공동주택,다세대주택(도시형생활주택-단지형다세대),제3종일반주거지역,,,10,,
신축,,서울특별시 광진구 구의동 242-108,158.7,95.03,303.91,,59.88,191.5,철근콘크리트구조,2015-03-13,2015-04-03,2015-09-25,5,0,공동주택,다세대주택,도시지역,,,7,,
신축,세림하우스,서울특별시 광진구 구의동 226-64 외2필지,408.3,244.5,659.83,,59.88,161.6,철근콘크리트구조,2015-01-06,2015-01-22,2015-09-25,5,0,공동주택,다세대주택(16세대),제2종일반주거지역,,,16,,
대수선,,서울특별시 광진구 중곡동 233-34 외2필지,403.8,223.88,805.46,,55.44,199.47,철근콘크리트구조,2015-09-03,2015-09-07,2015-09-24,6,,공동주택,근린생활시설 및 다세대주택,도시지역,,,16,,
